#    L    TT             EE             TE             PP             TP          
  6741    0.91886E-02    0.38311E-04    0.13808E-03    0.15231E+05    0.22634E+00
  6742    0.91835E-02    0.38242E-04    0.13741E-03    0.15227E+05    0.22624E+00
  6743    0.91783E-02    0.38174E-04    0.13674E-03    0.15223E+05    0.22614E+00
  6744    0.91732E-02    0.38105E-04    0.13607E-03    0.15220E+05    0.22604E+00
  6745    0.91681E-02    0.38037E-04    0.13541E-03    0.15216E+05    0.22594E+00
  6746    0.91630E-02    0.37969E-04    0.13475E-03    0.15213E+05    0.22584E+00
  6747    0.91579E-02    0.37901E-04    0.13409E-03    0.15209E+05    0.22574E+00
  6748    0.91527E-02    0.37833E-04    0.13343E-03    0.15205E+05    0.22565E+00
  6749    0.91476E-02    0.37765E-04    0.13277E-03    0.15202E+05    0.22555E+00
  6750    0.91425E-02    0.37697E-04    0.13212E-03    0.15198E+05    0.22545E+00
  6751    0.91374E-02    0.37630E-04    0.13147E-03    0.15194E+05    0.22535E+00
  6752    0.91323E-02    0.37562E-04    0.13081E-03    0.15191E+05    0.22525E+00
  6753    0.91272E-02    0.37495E-04    0.13017E-03    0.15187E+05    0.22515E+00
  6754    0.91221E-02    0.37427E-04    0.12952E-03    0.15183E+05    0.22506E+00
  6755    0.91169E-02    0.37360E-04    0.12887E-03    0.15180E+05    0.22496E+00
  6756    0.91118E-02    0.37293E-04    0.12823E-03    0.15176E+05    0.22486E+00
  6757    0.91067E-02    0.37226E-04    0.12759E-03    0.15172E+05    0.22476E+00
  6758    0.91016E-02    0.37159E-04    0.12695E-03    0.15169E+05    0.22466E+00
  6759    0.90965E-02    0.37092E-04    0.12631E-03    0.15165E+05    0.22456E+00
  6760    0.90914E-02    0.37025E-04    0.12568E-03    0.15162E+05    0.22447E+00
  6761    0.90863E-02    0.36958E-04    0.12505E-03    0.15158E+05    0.22437E+00
  6762    0.90812E-02    0.36891E-04    0.12442E-03    0.15154E+05    0.22427E+00
  6763    0.90761E-02    0.36825E-04    0.12379E-03    0.15151E+05    0.22417E+00
  6764    0.90710E-02    0.36758E-04    0.12316E-03    0.15147E+05    0.22407E+00
  6765    0.90659E-02    0.36692E-04    0.12253E-03    0.15143E+05    0.22398E+00
  6766    0.90608E-02    0.36626E-04    0.12191E-03    0.15140E+05    0.22388E+00
  6767    0.90557E-02    0.36559E-04    0.12129E-03    0.15136E+05    0.22378E+00
  6768    0.90506E-02    0.36493E-04    0.12067E-03    0.15133E+05    0.22368E+00
  6769    0.90455E-02    0.36427E-04    0.12005E-03    0.15129E+05    0.22358E+00
  6770    0.90404E-02    0.36361E-04    0.11943E-03    0.15125E+05    0.22349E+00
  6771    0.90353E-02    0.36295E-04    0.11882E-03    0.15122E+05    0.22339E+00
  6772    0.90302E-02    0.36229E-04    0.11821E-03    0.15118E+05    0.22329E+00
  6773    0.90251E-02    0.36164E-04    0.11760E-03    0.15114E+05    0.22319E+00
  6774    0.90200E-02    0.36098E-04    0.11699E-03    0.15111E+05    0.22310E+00
  6775    0.90149E-02    0.36033E-04    0.11638E-03    0.15107E+05    0.22300E+00
  6776    0.90098E-02    0.35967E-04    0.11578E-03    0.15104E+05    0.22290E+00
  6777    0.90047E-02    0.35902E-04    0.11518E-03    0.15100E+05    0.22280E+00
  6778    0.89996E-02    0.35837E-04    0.11458E-03    0.15096E+05    0.22271E+00
  6779    0.89945E-02    0.35771E-04    0.11398E-03    0.15093E+05    0.22261E+00
  6780    0.89894E-02    0.35706E-04    0.11338E-03    0.15089E+05    0.22251E+00
  6781    0.89843E-02    0.35641E-04    0.11279E-03    0.15086E+05    0.22241E+00
  6782    0.89792E-02    0.35576E-04    0.11219E-03    0.15082E+05    0.22232E+00
  6783    0.89741E-02    0.35512E-04    0.11160E-03    0.15078E+05    0.22222E+00
  6784    0.89691E-02    0.35447E-04    0.11101E-03    0.15075E+05    0.22212E+00
  6785    0.89640E-02    0.35382E-04    0.11042E-03    0.15071E+05    0.22203E+00
  6786    0.89589E-02    0.35318E-04    0.10984E-03    0.15068E+05    0.22193E+00
  6787    0.89538E-02    0.35253E-04    0.10926E-03    0.15064E+05    0.22183E+00
  6788    0.89487E-02    0.35189E-04    0.10867E-03    0.15060E+05    0.22173E+00
  6789    0.89436E-02    0.35124E-04    0.10809E-03    0.15057E+05    0.22164E+00
  6790    0.89385E-02    0.35060E-04    0.10752E-03    0.15053E+05    0.22154E+00
  6791    0.89335E-02    0.34996E-04    0.10694E-03    0.15050E+05    0.22144E+00
  6792    0.89284E-02    0.34932E-04    0.10637E-03    0.15046E+05    0.22135E+00
  6793    0.89233E-02    0.34868E-04    0.10579E-03    0.15042E+05    0.22125E+00
  6794    0.89182E-02    0.34804E-04    0.10522E-03    0.15039E+05    0.22115E+00
  6795    0.89131E-02    0.34741E-04    0.10465E-03    0.15035E+05    0.22106E+00
  6796    0.89081E-02    0.34677E-04    0.10409E-03    0.15032E+05    0.22096E+00
  6797    0.89030E-02    0.34613E-04    0.10352E-03    0.15028E+05    0.22086E+00
  6798    0.88979E-02    0.34550E-04    0.10296E-03    0.15024E+05    0.22077E+00
  6799    0.88928E-02    0.34486E-04    0.10240E-03    0.15021E+05    0.22067E+00
  6800    0.88878E-02    0.34423E-04    0.10184E-03    0.15017E+05    0.22057E+00
  6801    0.88827E-02    0.34360E-04    0.10128E-03    0.15014E+05    0.22048E+00
  6802    0.88776E-02    0.34296E-04    0.10072E-03    0.15010E+05    0.22038E+00
  6803    0.88725E-02    0.34233E-04    0.10017E-03    0.15007E+05    0.22029E+00
  6804    0.88675E-02    0.34170E-04    0.99617E-04    0.15003E+05    0.22019E+00
  6805    0.88624E-02    0.34107E-04    0.99066E-04    0.14999E+05    0.22009E+00
  6806    0.88573E-02    0.34045E-04    0.98518E-04    0.14996E+05    0.22000E+00
  6807    0.88523E-02    0.33982E-04    0.97971E-04    0.14992E+05    0.21990E+00
  6808    0.88472E-02    0.33919E-04    0.97426E-04    0.14989E+05    0.21980E+00
  6809    0.88421E-02    0.33857E-04    0.96883E-04    0.14985E+05    0.21971E+00
  6810    0.88371E-02    0.33794E-04    0.96342E-04    0.14982E+05    0.21961E+00
  6811    0.88320E-02    0.33732E-04    0.95802E-04    0.14978E+05    0.21952E+00
  6812    0.88269E-02    0.33669E-04    0.95264E-04    0.14974E+05    0.21942E+00
  6813    0.88219E-02    0.33607E-04    0.94729E-04    0.14971E+05    0.21932E+00
  6814    0.88168E-02    0.33545E-04    0.94195E-04    0.14967E+05    0.21923E+00
  6815    0.88117E-02    0.33483E-04    0.93662E-04    0.14964E+05    0.21913E+00
  6816    0.88067E-02    0.33421E-04    0.93132E-04    0.14960E+05    0.21904E+00
  6817    0.88016E-02    0.33359E-04    0.92603E-04    0.14957E+05    0.21894E+00
  6818    0.87966E-02    0.33297E-04    0.92076E-04    0.14953E+05    0.21885E+00
  6819    0.87915E-02    0.33236E-04    0.91551E-04    0.14950E+05    0.21875E+00
  6820    0.87865E-02    0.33174E-04    0.91028E-04    0.14946E+05    0.21865E+00
  6821    0.87814E-02    0.33112E-04    0.90507E-04    0.14942E+05    0.21856E+00
  6822    0.87763E-02    0.33051E-04    0.89987E-04    0.14939E+05    0.21846E+00
  6823    0.87713E-02    0.32990E-04    0.89469E-04    0.14935E+05    0.21837E+00
  6824    0.87662E-02    0.32928E-04    0.88953E-04    0.14932E+05    0.21827E+00
  6825    0.87612E-02    0.32867E-04    0.88439E-04    0.14928E+05    0.21818E+00
  6826    0.87561E-02    0.32806E-04    0.87926E-04    0.14925E+05    0.21808E+00
  6827    0.87511E-02    0.32745E-04    0.87416E-04    0.14921E+05    0.21799E+00
  6828    0.87460E-02    0.32684E-04    0.86907E-04    0.14918E+05    0.21789E+00
  6829    0.87410E-02    0.32623E-04    0.86400E-04    0.14914E+05    0.21780E+00
  6830    0.87359E-02    0.32562E-04    0.85894E-04    0.14911E+05    0.21770E+00
  6831    0.87309E-02    0.32502E-04    0.85391E-04    0.14907E+05    0.21760E+00
  6832    0.87258E-02    0.32441E-04    0.84889E-04    0.14903E+05    0.21751E+00
  6833    0.87208E-02    0.32380E-04    0.84389E-04    0.14900E+05    0.21741E+00
  6834    0.87158E-02    0.32320E-04    0.83890E-04    0.14896E+05    0.21732E+00
  6835    0.87107E-02    0.32260E-04    0.83394E-04    0.14893E+05    0.21722E+00
  6836    0.87057E-02    0.32199E-04    0.82899E-04    0.14889E+05    0.21713E+00
  6837    0.87006E-02    0.32139E-04    0.82406E-04    0.14886E+05    0.21703E+00
  6838    0.86956E-02    0.32079E-04    0.81915E-04    0.14882E+05    0.21694E+00
  6839    0.86906E-02    0.32019E-04    0.81425E-04    0.14879E+05    0.21684E+00
  6840    0.86855E-02    0.31959E-04    0.80937E-04    0.14875E+05    0.21675E+00
  6841    0.86805E-02    0.31899E-04    0.80451E-04    0.14872E+05    0.21666E+00
  6842    0.86754E-02    0.31839E-04    0.79967E-04    0.14868E+05    0.21656E+00
  6843    0.86704E-02    0.31780E-04    0.79484E-04    0.14865E+05    0.21647E+00
  6844    0.86654E-02    0.31720E-04    0.79004E-04    0.14861E+05    0.21637E+00
  6845    0.86603E-02    0.31660E-04    0.78525E-04    0.14858E+05    0.21628E+00
  6846    0.86553E-02    0.31601E-04    0.78047E-04    0.14854E+05    0.21618E+00
  6847    0.86503E-02    0.31542E-04    0.77572E-04    0.14851E+05    0.21609E+00
  6848    0.86452E-02    0.31482E-04    0.77098E-04    0.14847E+05    0.21599E+00
  6849    0.86402E-02    0.31423E-04    0.76626E-04    0.14844E+05    0.21590E+00
  6850    0.86352E-02    0.31364E-04    0.76155E-04    0.14840E+05    0.21580E+00
  6851    0.86302E-02    0.31305E-04    0.75686E-04    0.14836E+05    0.21571E+00
  6852    0.86251E-02    0.31246E-04    0.75219E-04    0.14833E+05    0.21562E+00
  6853    0.86201E-02    0.31187E-04    0.74754E-04    0.14829E+05    0.21552E+00
  6854    0.86151E-02    0.31128E-04    0.74291E-04    0.14826E+05    0.21543E+00
  6855    0.86101E-02    0.31070E-04    0.73829E-04    0.14822E+05    0.21533E+00
  6856    0.86050E-02    0.31011E-04    0.73369E-04    0.14819E+05    0.21524E+00
  6857    0.86000E-02    0.30952E-04    0.72910E-04    0.14815E+05    0.21515E+00
  6858    0.85950E-02    0.30894E-04    0.72454E-04    0.14812E+05    0.21505E+00
  6859    0.85900E-02    0.30836E-04    0.71999E-04    0.14808E+05    0.21496E+00
  6860    0.85850E-02    0.30777E-04    0.71545E-04    0.14805E+05    0.21486E+00
  6861    0.85799E-02    0.30719E-04    0.71094E-04    0.14801E+05    0.21477E+00
  6862    0.85749E-02    0.30661E-04    0.70644E-04    0.14798E+05    0.21468E+00
  6863    0.85699E-02    0.30603E-04    0.70196E-04    0.14794E+05    0.21458E+00
  6864    0.85649E-02    0.30545E-04    0.69749E-04    0.14791E+05    0.21449E+00
  6865    0.85599E-02    0.30487E-04    0.69304E-04    0.14787E+05    0.21439E+00
  6866    0.85549E-02    0.30429E-04    0.68861E-04    0.14784E+05    0.21430E+00
  6867    0.85499E-02    0.30372E-04    0.68420E-04    0.14780E+05    0.21421E+00
  6868    0.85449E-02    0.30314E-04    0.67980E-04    0.14777E+05    0.21411E+00
  6869    0.85398E-02    0.30256E-04    0.67542E-04    0.14773E+05    0.21402E+00
  6870    0.85348E-02    0.30199E-04    0.67106E-04    0.14770E+05    0.21393E+00
  6871    0.85298E-02    0.30141E-04    0.66671E-04    0.14767E+05    0.21383E+00
  6872    0.85248E-02    0.30084E-04    0.66238E-04    0.14763E+05    0.21374E+00
  6873    0.85198E-02    0.30027E-04    0.65807E-04    0.14760E+05    0.21365E+00
  6874    0.85148E-02    0.29970E-04    0.65377E-04    0.14756E+05    0.21355E+00
  6875    0.85098E-02    0.29913E-04    0.64949E-04    0.14753E+05    0.21346E+00
  6876    0.85048E-02    0.29856E-04    0.64523E-04    0.14749E+05    0.21337E+00
  6877    0.84998E-02    0.29799E-04    0.64098E-04    0.14746E+05    0.21327E+00
  6878    0.84948E-02    0.29742E-04    0.63675E-04    0.14742E+05    0.21318E+00
  6879    0.84898E-02    0.29685E-04    0.63254E-04    0.14739E+05    0.21309E+00
  6880    0.84848E-02    0.29629E-04    0.62834E-04    0.14735E+05    0.21299E+00
  6881    0.84798E-02    0.29572E-04    0.62416E-04    0.14732E+05    0.21290E+00
  6882    0.84748E-02    0.29515E-04    0.62000E-04    0.14728E+05    0.21281E+00
  6883    0.84698E-02    0.29459E-04    0.61585E-04    0.14725E+05    0.21271E+00
  6884    0.84648E-02    0.29403E-04    0.61172E-04    0.14721E+05    0.21262E+00
  6885    0.84598E-02    0.29346E-04    0.60760E-04    0.14718E+05    0.21253E+00
  6886    0.84548E-02    0.29290E-04    0.60351E-04    0.14714E+05    0.21243E+00
  6887    0.84499E-02    0.29234E-04    0.59942E-04    0.14711E+05    0.21234E+00
  6888    0.84449E-02    0.29178E-04    0.59536E-04    0.14707E+05    0.21225E+00
  6889    0.84399E-02    0.29122E-04    0.59131E-04    0.14704E+05    0.21216E+00
  6890    0.84349E-02    0.29066E-04    0.58728E-04    0.14700E+05    0.21206E+00
  6891    0.84299E-02    0.29010E-04    0.58326E-04    0.14697E+05    0.21197E+00
  6892    0.84249E-02    0.28955E-04    0.57926E-04    0.14694E+05    0.21188E+00
  6893    0.84199E-02    0.28899E-04    0.57528E-04    0.14690E+05    0.21179E+00
  6894    0.84150E-02    0.28844E-04    0.57131E-04    0.14687E+05    0.21169E+00
  6895    0.84100E-02    0.28788E-04    0.56736E-04    0.14683E+05    0.21160E+00
  6896    0.84050E-02    0.28733E-04    0.56343E-04    0.14680E+05    0.21151E+00
  6897    0.84000E-02    0.28677E-04    0.55951E-04    0.14676E+05    0.21142E+00
  6898    0.83950E-02    0.28622E-04    0.55560E-04    0.14673E+05    0.21132E+00
  6899    0.83901E-02    0.28567E-04    0.55172E-04    0.14669E+05    0.21123E+00
  6900    0.83851E-02    0.28512E-04    0.54785E-04    0.14666E+05    0.21114E+00
  6901    0.83801E-02    0.28457E-04    0.54399E-04    0.14662E+05    0.21105E+00
  6902    0.83751E-02    0.28402E-04    0.54015E-04    0.14659E+05    0.21095E+00
  6903    0.83702E-02    0.28347E-04    0.53633E-04    0.14656E+05    0.21086E+00
  6904    0.83652E-02    0.28293E-04    0.53253E-04    0.14652E+05    0.21077E+00
  6905    0.83602E-02    0.28238E-04    0.52874E-04    0.14649E+05    0.21068E+00
  6906    0.83552E-02    0.28183E-04    0.52496E-04    0.14645E+05    0.21059E+00
  6907    0.83503E-02    0.28129E-04    0.52120E-04    0.14642E+05    0.21049E+00
  6908    0.83453E-02    0.28074E-04    0.51746E-04    0.14638E+05    0.21040E+00
  6909    0.83403E-02    0.28020E-04    0.51374E-04    0.14635E+05    0.21031E+00
  6910    0.83354E-02    0.27966E-04    0.51003E-04    0.14631E+05    0.21022E+00
  6911    0.83304E-02    0.27912E-04    0.50633E-04    0.14628E+05    0.21013E+00
  6912    0.83254E-02    0.27857E-04    0.50265E-04    0.14625E+05    0.21003E+00
  6913    0.83205E-02    0.27803E-04    0.49899E-04    0.14621E+05    0.20994E+00
  6914    0.83155E-02    0.27749E-04    0.49534E-04    0.14618E+05    0.20985E+00
  6915    0.83106E-02    0.27696E-04    0.49171E-04    0.14614E+05    0.20976E+00
  6916    0.83056E-02    0.27642E-04    0.48810E-04    0.14611E+05    0.20967E+00
  6917    0.83006E-02    0.27588E-04    0.48450E-04    0.14607E+05    0.20958E+00
  6918    0.82957E-02    0.27534E-04    0.48091E-04    0.14604E+05    0.20948E+00
  6919    0.82907E-02    0.27481E-04    0.47734E-04    0.14601E+05    0.20939E+00
  6920    0.82858E-02    0.27427E-04    0.47379E-04    0.14597E+05    0.20930E+00
  6921    0.82808E-02    0.27374E-04    0.47025E-04    0.14594E+05    0.20921E+00
  6922    0.82759E-02    0.27321E-04    0.46673E-04    0.14590E+05    0.20912E+00
  6923    0.82709E-02    0.27267E-04    0.46322E-04    0.14587E+05    0.20903E+00
  6924    0.82660E-02    0.27214E-04    0.45973E-04    0.14583E+05    0.20893E+00
  6925    0.82610E-02    0.27161E-04    0.45626E-04    0.14580E+05    0.20884E+00
  6926    0.82561E-02    0.27108E-04    0.45280E-04    0.14577E+05    0.20875E+00
  6927    0.82511E-02    0.27055E-04    0.44936E-04    0.14573E+05    0.20866E+00
  6928    0.82462E-02    0.27002E-04    0.44593E-04    0.14570E+05    0.20857E+00
  6929    0.82412E-02    0.26949E-04    0.44251E-04    0.14566E+05    0.20848E+00
  6930    0.82363E-02    0.26897E-04    0.43912E-04    0.14563E+05    0.20839E+00
  6931    0.82314E-02    0.26844E-04    0.43573E-04    0.14560E+05    0.20830E+00
  6932    0.82264E-02    0.26792E-04    0.43237E-04    0.14556E+05    0.20821E+00
  6933    0.82215E-02    0.26739E-04    0.42902E-04    0.14553E+05    0.20811E+00
  6934    0.82165E-02    0.26687E-04    0.42568E-04    0.14549E+05    0.20802E+00
  6935    0.82116E-02    0.26634E-04    0.42236E-04    0.14546E+05    0.20793E+00
  6936    0.82067E-02    0.26582E-04    0.41905E-04    0.14543E+05    0.20784E+00
  6937    0.82017E-02    0.26530E-04    0.41576E-04    0.14539E+05    0.20775E+00
  6938    0.81968E-02    0.26478E-04    0.41249E-04    0.14536E+05    0.20766E+00
  6939    0.81919E-02    0.26426E-04    0.40923E-04    0.14532E+05    0.20757E+00
  6940    0.81869E-02    0.26374E-04    0.40598E-04    0.14529E+05    0.20748E+00
  6941    0.81820E-02    0.26322E-04    0.40275E-04    0.14526E+05    0.20739E+00
  6942    0.81771E-02    0.26270E-04    0.39954E-04    0.14522E+05    0.20730E+00
  6943    0.81721E-02    0.26218E-04    0.39634E-04    0.14519E+05    0.20721E+00
  6944    0.81672E-02    0.26167E-04    0.39316E-04    0.14515E+05    0.20712E+00
  6945    0.81623E-02    0.26115E-04    0.38999E-04    0.14512E+05    0.20703E+00
  6946    0.81574E-02    0.26064E-04    0.38683E-04    0.14509E+05    0.20694E+00
  6947    0.81524E-02    0.26012E-04    0.38369E-04    0.14505E+05    0.20685E+00
  6948    0.81475E-02    0.25961E-04    0.38057E-04    0.14502E+05    0.20676E+00
  6949    0.81426E-02    0.25910E-04    0.37746E-04    0.14498E+05    0.20666E+00
  6950    0.81377E-02    0.25859E-04    0.37437E-04    0.14495E+05    0.20657E+00
  6951    0.81328E-02    0.25808E-04    0.37129E-04    0.14492E+05    0.20648E+00
  6952    0.81278E-02    0.25757E-04    0.36822E-04    0.14488E+05    0.20639E+00
  6953    0.81229E-02    0.25706E-04    0.36517E-04    0.14485E+05    0.20630E+00
  6954    0.81180E-02    0.25655E-04    0.36214E-04    0.14481E+05    0.20621E+00
  6955    0.81131E-02    0.25604E-04    0.35912E-04    0.14478E+05    0.20612E+00
  6956    0.81082E-02    0.25553E-04    0.35611E-04    0.14475E+05    0.20603E+00
  6957    0.81033E-02    0.25503E-04    0.35312E-04    0.14471E+05    0.20594E+00
  6958    0.80984E-02    0.25452E-04    0.35015E-04    0.14468E+05    0.20585E+00
  6959    0.80935E-02    0.25401E-04    0.34719E-04    0.14465E+05    0.20576E+00
  6960    0.80886E-02    0.25351E-04    0.34424E-04    0.14461E+05    0.20567E+00
  6961    0.80836E-02    0.25301E-04    0.34131E-04    0.14458E+05    0.20558E+00
  6962    0.80787E-02    0.25250E-04    0.33839E-04    0.14454E+05    0.20549E+00
  6963    0.80738E-02    0.25200E-04    0.33549E-04    0.14451E+05    0.20540E+00
  6964    0.80689E-02    0.25150E-04    0.33261E-04    0.14448E+05    0.20531E+00
  6965    0.80640E-02    0.25100E-04    0.32973E-04    0.14444E+05    0.20523E+00
  6966    0.80591E-02    0.25050E-04    0.32688E-04    0.14441E+05    0.20514E+00
  6967    0.80542E-02    0.25000E-04    0.32403E-04    0.14438E+05    0.20505E+00
  6968    0.80493E-02    0.24950E-04    0.32120E-04    0.14434E+05    0.20496E+00
  6969    0.80444E-02    0.24901E-04    0.31839E-04    0.14431E+05    0.20487E+00
  6970    0.80395E-02    0.24851E-04    0.31559E-04    0.14427E+05    0.20478E+00
  6971    0.80346E-02    0.24801E-04    0.31280E-04    0.14424E+05    0.20469E+00
  6972    0.80298E-02    0.24752E-04    0.31003E-04    0.14421E+05    0.20460E+00
